textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold
Kesini habis nonton podcast Raditya Dika 🎉,@APurnama,0,2024-10-13 04:25:44,kesini habis nonton podcast raditya dika,neutral
MAXWELL MANA ANJIR,@amberleyathena,0,2024-07-14 13:58:55,maxwell mana anjir,negative
Bisa2nya yg terakhir bilang tkt dihujat netizen. 🥲 lu ga dapet jg it&#39;s okey. Lu msh pinter ko. Lu hebat ko.,@evinrfyt,6,2024-07-02 16:33:36,bisanya yang terakhir bilang tkt dihujat netizen lu tidak dapet juga it s okey lu masih pinter ko lu hebat ko,positive
Please please please pleaseeeee addd eng subbbbb pleasee😭😭😭😭😭,@eyaprecious4689,0,2024-07-12 15:03:28,please please please pleasee add eng subb pleasee,negative
Kalian kerennn semuaaaa,@izzapipi57,0,2024-06-30 13:14:00,kalian kerenn semuaa,positive
Makan apa ya ni orang2 bisa2 nya se pinter itu,@niluhpututisma2609,0,2024-07-12 09:45:46,makan apa ya ni orang bisa nya se pinter itu,negative
WOW WOWWWWW OMGGGGGGG ADA YG VERSI INDO,@choisiti6756,0,2024-07-01 14:05:06,wow woww omgg ada yang versi indo,positive
Ini tayang tiap minggu kah?,@ardiyaniaprilia4962,0,2024-06-30 04:26:18,ini tayang tiap minggu kah,neutral
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=526"">8:46</a> saran ajaa ini bagian &quot;kegampangan gitu&quot; ga perlu diulang2 kwkwkwk😭 unnecessary, malah jd lucu bukan intimidating, mungkin habis dia ngomong bisa di cut lagi ke mukanya pas di game",@manusiabumi421,0,2024-06-29 13:52:55,a href saran ajaa ini bagian quot kegampangan gitu quot tidak perlu diulang kwkwkwk unnecessary malah jd lucu bukan intimidating mungkin habis dia ngomong bisa di cut lagi ke mukanya pas di game,positive
Sumpah keren bgt acaranya. Ditunggu EPs 2,@alfinanurmayasari1231,0,2024-06-30 08:54:27,sumpah keren banget acaranya ditunggu eps,positive
LamLa👍👍👍👍,@MarSiyem-dm1wb,0,2024-07-17 07:25:29,lamla,neutral
"admin, jangan lupa tambahi sub english biar peserta univ war korea jg bisa nonton 🥹🫶🏻",@vanillaye,2,2024-06-29 17:01:04,admin jangan lupa tambahi sub english biar peserta univ war korea juga bisa nonton,positive
Pakai ruang guru bayar gak sih,@RohmatSantoso-hy4dd,0,2024-06-29 11:58:42,pakai ruang guru bayar tidak sih,negative
rilis soalnya bisa kali min,@thisishandleokay,0,2024-06-29 20:03:31,rilis soalnya bisa kali min,negative
"tolong, mereka pada makan apaan itu weh? 😭",@marsilealea,0,2024-06-30 14:04:34,tolong mereka pada makan apaan itu weh,negative
Next mahasiswa Indonesia berprestasi dari univ luar negri dong min,@rudiginting3527,1,2024-07-13 12:18:37,next mahasiswa indonesia berprestasi dari univ luar negri dong min,positive
Let&#39;s go,@FirkaNajiya,0,2024-06-29 23:03:31,let s go,neutral
Harusnya di netflix ini,@nanangkurniawan7088,0,2024-06-30 14:49:00,harusnya di netflix ini,negative
"3 round, menjadi kuda hitam lebih menyenangkan",@saepulbastian,0,2024-07-01 12:43:25,round menjadi kuda hitam lebih menyenangkan,positive
AKU TERHARUU😢😢😢,@zonajajanan5636,0,2024-07-11 14:33:58,aku terharuu,positive
saking pada pinternya nonton ini kok gw malah nangis ya,@nawangsaripermatadewi2660,0,2024-07-09 03:45:34,saking pada pinternya nonton ini kok gw malah nangis ya,negative
"Wah ini mah keren bangeet, merinding aku nonton nya",@theycss869,0,2024-06-30 14:50:03,wah ini mah keren bangeet merinding aku nonton nya,positive
Kok gak trending sih?,@kpopppall1705,4,2024-06-30 09:59:29,kok tidak trending sih,negative
Kesini gara&quot; lihat prokres bang densu,@apriliamanis6858,1,2024-07-10 18:16:08,kesini gara quot lihat prokres bang densu,negative
Ini mah keren bgt siiii. Wajib virallll,@iininayatulwashliyah7932,0,2024-07-03 00:50:08,ini mah keren banget sii wajib virall,positive
Klo gua paling cuma dekdekan trs gigit jari😭😭😭😭😭,@vikyindahpertiwi9950,1,2024-07-18 20:58:17,kalau gua paling cuma dekdekan terus gigit jari,negative
weh brian mirip mantan gue wkwkw,@yagitudeh123,0,2024-07-04 17:53:52,weh brian mirip mantan gue wkwkw,neutral
"Apalagi semua BA ruang guru ikut jadi peserta, pasti seru deh",@lennyandriani9806,0,2024-07-01 07:34:10,apalagi semua ba ruang guru ikut jadi peserta pasti seru deh,positive
KERENNN,@AmeliantiPutri,0,2024-07-01 05:52:12,kerenn,positive
Aku sih pilih NUS sama UI mereka selalu di hati,@RismaYanti-l2z,1,2024-12-11 01:40:59,aku sih pilih nus sama ui mereka selalu di hati,neutral
"Mau soal yang dikerjain ihh.. <br>Ada yang punya gak?? <br>Mau coba ngerjain, walaupun belum sepinter mereka",@latifahkusuma3875,0,2024-06-30 14:32:15,mau soal yang dikerjain ihh ada yang punya gak mau coba ngerjain walaupun belum sepinter mereka,negative
seru banget kaya nonton master chef tapi versi di pendidikan,@PutriPtw,0,2024-07-05 09:09:44,seru banget kaya nonton master chef tapi versi di pendidikan,positive
Saya IPK 3.95 Jurusan Manajemen Ekonomi Boleh Ikutan Gak ya..krn dri univ yg gk ternama,@hermansyah1488,0,2024-07-08 11:09:52,saya ipk jurusan manajemen ekonomi boleh ikutan tidak ya krn dari univ yang tidak ternama,neutral
Cool,@rahmayatifitri9484,0,2024-07-05 06:08:35,cool,positive
Kesini karena FYP tiktok...luar biasa kalian...namanya kompetisi ada yg lolos dan gugur...smua hebat cuma kdg fakto luck dan pressure itu uji mental juga..,@yulihertanti1455,0,2024-07-03 14:06:59,kesini karena fyp tiktok luar biasa kalian namanya kompetisi ada yang lolos dan gugur smua hebat cuma kdg fakto luck dan pressure itu uji mental juga,positive
Baru tau ada ipk 5,@Molakozo,0,2024-07-03 06:06:03,baru tau ada ipk,neutral
Seru,@VOIVio-tf1sg,0,2024-07-01 17:57:46,seru,positive
ternyata gua bener bener remahan rengginang huhuu,@mienervadhiana1635,0,2024-07-01 03:42:58,ternyata gua bener bener remahan rengginang huhuu,negative
Itu rea ama nana knp ko di eliminasi,@FauzanRidwan-xl6xv,0,2024-06-30 03:55:01,itu rea ama nana kenapa ko di eliminasi,neutral
anak soshum di hantam matematika 💀,@NabilaZalsabila-yt3so,0,2024-06-30 04:51:32,anak soshum di hantam matematika,negative
apa disini ada impostor,@KamalakAnimations,0,2024-07-02 03:13:48,apa disini ada impostor,neutral
Aku kagum banget sama mereka😅,@NurAwatif-x6r,0,2024-07-29 13:15:23,aku kagum banget sama mereka,positive
Nice,@saddil-,3,2024-07-16 13:19:11,nice,positive
Harus viral kalau perlu acara semacam ini harus di banyakin dan harus berseason-season,@pusphasuwarni3926,0,2024-06-30 12:14:03,harus viral kalau perlu acara semacam ini harus di banyakin dan harus berseason season,positive
"Maxwel lucuuuu pwolll logat e, unik, suka dengernya",@roosedmyanti4794,0,2024-06-30 05:34:21,maxwel lucuu pwoll logat e unik suka dengernya,positive
Insecure yg sesungguhnya nih😅,@egaainayah11,0,2024-07-02 04:59:54,insecure yang sesungguhnya nih,negative
The best sih Ruangguru ini acara terbaik di indonesia sejauh ini menurut gue pribadi edukasinya bikin gw gabisa berkata kata lagi,@Farhannnsss,0,2024-07-05 02:51:36,the best sih ruangguru ini acara terbaik di indonesia sejauh ini menurut gue pribadi edukasinya bikin gw gabisa berkata kata lagi,positive
Ini udahan ?,@miranurjannah8568,0,2024-06-29 12:12:43,ini udahan,neutral
Di ksh makan apa sih pda pinter2 bgd aku iri 😢,@gadissurahmawati5201,0,2024-07-12 04:18:14,di ksh makan apa sih pda pinter bgd aku iri,neutral
Ih gilak keren bgt <br>Ini tayangnya kpn aja si? Seminggu sekali ya? Pliiss jangan kelamaan 🥲,@shoviamalia8191,1,2024-06-29 14:19:15,ih gilak keren banget ini tayangnya kapan saja si seminggu sekali ya pliiss jangan kelamaan,positive
Kelasssss🔥🔥,@nanizulvia18,0,2024-06-30 12:51:46,kelass,neutral
keren bet anjir nih acara 😭😭,@minjjeo,0,2024-06-30 00:19:21,keren bet anjir nih acara,positive
Keren bangett harus diperbanyak acara kaya ginii,@viraaliyahspentisa6453,2,2024-07-03 12:34:42,keren bangett harus diperbanyak acara kaya ginii,positive
Luar biasaa 👏👏👏👏👏,@ferdijrs2671,0,2024-06-29 16:10:46,luar biasaa,positive
Ni uph ga mau join 😂,@ribkaeunike9670,0,2024-07-01 01:42:18,ni uph tidak mau join,negative
Time stampnya kasih keterangannya Min,@Binahong1122,0,2024-06-30 03:49:26,time stampnya kasih keterangannya min,neutral
KERENNN BANGETTTT. KITA HARUS VIRALIN!! Saatnya orang orang berilmu go public!! Semoga dengan viral nya ini bikin pendidikan kita dinotice dan diperhatiin,@dearlathifah,4,2024-06-29 17:54:36,kerenn bangett kita harus viralin saatnya orang orang berilmu go public semoga dengan viral nya ini bikin pendidikan kita dinotice dan diperhatiin,positive
"aq gak ragu kualitas anak indonesia, cm setelah mereka direkrut, mereka akan dipaksa melakukan agenda² kotor para manusia² busuk yg berkuasa",@KuswatiSikus,1,2024-07-11 08:51:08,aq tidak ragu kualitas anak indonesia cm setelah mereka direkrut mereka akan dipaksa melakukan agenda² kotor para manusia² busuk yang berkuasa,negative
"Udah nonton university war sampe habis dan ekspektasi sama ini tinggi, ternyata sama2 keren ❤ anak indonesia banyak yg keren ❤",@Yujinahnprotector,14,2024-06-29 16:54:25,sudah nonton university war sampe habis dan ekspektasi sama ini tinggi ternyata sama keren anak indonesia banyak yang keren,positive
emangnya tempat ptn klo kualitasny bagus ke mahasiswany juga bagus,@rifqulfaqihh-ie4yk,0,2024-07-03 07:33:40,emangnya tempat ptn kalau kualitasny bagus ke mahasiswany juga bagus,negative
seru bgt ini mah,@nurlaila972,0,2024-06-30 05:17:10,seru banget ini mah,positive
Ikut merinding gak sihh,@mukrimunapadli6908,0,2024-07-09 09:52:17,ikut merinding tidak sihh,negative
"Keren bngat sumpah, bnyakin acara kayak gini dehhh..",@threenahassan2989,0,2024-06-29 16:37:44,keren bngat sumpah bnyakin acara seperti gini dehh,positive
SERUU BGT NONTONI ORANG-ORANG PINTER🤩🤩,@itslily2186,0,2024-06-30 02:32:20,seruu banget nontoni orang orang pinter,positive
kerenn bangettt,@ShafaZhafira-e3m,0,2024-06-29 12:12:47,kerenn bangett,positive
SERU BANGEEEETTT,@LiaFitriani-jw4fr,0,2024-06-30 12:48:22,seru bangeett,positive
Huwaaaaa keren banget,@josephimannuel2698,0,2024-07-02 05:04:10,huwaa keren banget,positive
Sangat berkualitas,@dewi_app,0,2024-06-30 03:53:04,sangat berkualitas,positive
the intro is soo firee hello???,@ilovenoodle.s,0,2024-06-30 23:09:34,the intro is soo firee hello,positive
Seorang ibu punya anak umur 4th. Nonton ini sambil berdoa. Semoga anakku di karunai allah otak yang cerdas❤.. aamiin<br><br>Ini tontonan yang membakar semangat untuk terus belajar...❤❤❤❤,@SitiSarah-yk5tx,27,2024-07-10 01:24:53,seorang ibu punya anak umur th nonton ini sambil berdoa semoga anakku di karunai allah otak yang cerdas aamiinini tontonan yang membakar semangat untuk terus belajar,positive
Orang pemalas kayak aku ini boleh ga sih nonton ini,@yanuarromadhon7629,0,2024-07-03 05:48:48,orang pemalas seperti aku ini boleh tidak sih nonton ini,negative
Itukan pas submit pada barengan yaa..  jaraknya deket juga dan jiwa nyontek gua meronta ronta whahahahaaa,@RAGNAR___LOTTHBROK,1,2024-07-18 14:42:47,itukan pas submit pada barengan yaa jaraknya deket juga dan jiwa nyontek gua meronta ronta whahahahaa,positive
Sumpah ini kereeen tolong Adain terus yaaaa,@irpaniponk6571,0,2024-07-01 01:58:33,sumpah ini kereen tolong adain terus yaa,positive
Suka ma tontonan yg bermanfaat kek gini,@Haryati09c2,0,2024-06-30 00:55:57,suka ma tontonan yang bermanfaat kek gini,positive
Anak sma dong,@HITTAZER0,0,2024-07-02 13:51:16,anak sma dong,neutral
"Ibu-ibu yg pengen anak nya kayak gini, plis jgn cuma sholawat ya bu.. Tapi ajarin anak nya metode belajar yang betul",@sabilanurul358,1,2024-07-13 12:41:23,ibu ibu yang pengen anak nya seperti gini plis jgn cuma sholawat ya bu tapi ajarin anak nya metode belajar yang betul,positive
Kampusku gak ada 😅,@yaya_vintagechannel7485,0,2024-07-21 06:26:19,kampusku tidak ada,negative
PLISSS DURASI NYA 2 JAM DONG😭😭😭😭😭😭,@shalfabrynaaqilasyahla2400,0,2024-06-30 03:48:15,pliss durasi nya jam dong,negative
Aku jadi bnyk belajar,@devipuspita9571,0,2024-08-06 16:09:43,aku jadi banyak belajar,positive
SUKA BANGET SAMA EDUCATIONAL SHOW GINIII‼️ SUKSES TERUS RUANGGURU🔥🔥🔥,@Llowkeys,0,2024-06-29 12:24:35,suka banget sama educational show ginii sukses terus ruangguru,positive
Liatt vibes mereekaa jadii Kangen jadi mahasiswii 😢😢😅😅😅,@nisaawaliyah3363,0,2024-07-19 15:00:49,liatt vibes mereekaa jadii kangen jadi mahasiswii,negative
Gasss trendingin guysss,@laughpaugh7536,0,2024-06-29 14:55:10,gass trendingin guyss,positive
Seru bgt vibe org pintar emng beda,@LeeRian-o6v,0,2024-06-30 13:07:00,seru banget vibe orang pintar emng beda,positive
"liat gini gw jadi termotivasi buat ngga malas2 an lg buat belajar apa lagi tdur di kelas, maybe ortu ngga nuntut w tp aku yakin si mereka naruh harapan di w",@Khnzra,0,2024-07-12 11:40:40,liat gini gw jadi termotivasi buat tidak malas an lagi buat belajar apa lagi tdur di kelas maybe ortu tidak nuntut w tapi aku yakin si mereka naruh harapan di w,positive
kerennn bangettt plissss😢,@cinnamomum9193,0,2024-06-30 01:16:38,kerenn bangett pliss,positive
KERENNN BANGEEETTTTT🎉🎉🎉🎉,@graciaaa5499,0,2024-06-29 16:11:24,kerenn bangeett,positive
EDITANNYA UDAH MIRIP UNIVERSITY WAR WOYY😂😂😂,@jsceia,0,2024-06-29 12:46:45,editannya sudah mirip university war woyy,positive
war university versi indonesia,@winnie465,0,2024-07-03 05:20:58,war university versi indonesia,positive
wkwkwkw baru aja seneng uwin ikutan 😂 drtd uwin gada screen maju nyoba 😂,@productivty4278,0,2024-06-29 14:58:33,wkwkwkw baru saja seneng uwin ikutan drtd uwin gada screen maju nyoba,positive
"Gitu aja gabisa, easy",@ShortMoba888,0,2024-07-14 17:15:54,gitu saja gabisa easy,negative
"Gk usah takut dihujat netizen,liat prestasi kalian aja uda keder😭",@gitaaulia4798,0,2024-06-29 18:41:53,tidak usah takut dihujat netizen liat prestasi kalian saja uda keder,negative
WAKTUNYA MEMPERTONTONKAN ORG2 PINTAR!!SLAMA INI YG VIRAL MANUSIA2 KONYOL..,@rialhaksitasari104,0,2024-06-30 08:28:42,waktunya mempertontonkan org pintar slama ini yang viral manusia konyol,negative
Kerennn bangettt 😭😭😭,@thamilatifaamellia,0,2024-06-30 11:00:45,kerenn bangett,positive
"Percuma pinter begini, nanti ujungnya juga pas real life &quot;mas/mbak, tolong invoicenya jadiin segini ya. bisa ga. hehehe&quot;",@HeartBrains,1,2024-07-01 06:20:22,percuma pinter begini nanti ujungnya juga pas real life quot mas mbak tolong invoicenya jadiin segini ya bisa ga hehehe quot,negative
degdeg kan nya smpe ke yg nonton <br>lanjutkan acara yg seperti ini<br><br>semangat utk smua peserta,@inna_belutowe5743,0,2024-06-30 04:05:52,degdeg kan nya smpe ke yang nonton lanjutkan acara yang seperti inisemangat untuk smua peserta,positive
"ini gw baru nnton udah nyembur teh dri mulut dluan ggra liat smua oencapaiannya, apalah gw yg kelas ngerjain tugas 1 aja udh berasa pinter bgt😭",@aldoirza2234,0,2024-07-04 01:52:16,ini gw baru nnton sudah nyembur teh dari mulut dluan ggra liat smua oencapaiannya apalah gw yang kelas ngerjain tugas saja sudah berasa pinter bgt,negative
"Keren nih programnya. Saran dari saya soalnya ditampilin, biar kita juga bisa ikut merasakan mengerjakan soalnya. Lebih bagus lagi kalau di akhir rounde dijelasin juga cara penyelesaiannya untuk mengedukasi penonton.❤",@syahidan4936,1,2024-07-05 01:02:12,keren nih programnya saran dari saya soalnya ditampilin biar kita juga bisa ikut merasakan mengerjakan soalnya lebih bagus lagi kalau di akhir rounde dijelasin juga cara penyelesaiannya untuk mengedukasi penonton,positive
mwerinding bgt sm prestasi merekaaa huhu Keren2 bangettt aaa,@nadilaidzaniaputri1138,0,2024-07-02 23:57:11,mwerinding banget sama prestasi merekaa huhu keren bangett aa,positive
Sepertinya aku tahu siapa yg dari korea😉,@NoviaMelina,1,2024-06-30 03:43:54,sepertinya aku tahu siapa yang dari korea,neutral
"PLEASE DI NEXT SEASON COC UNDANG MC BENERAN DONG, BISA UNDANG TOKOH2 PENDIDIKAN INDONESIA YG TERKENAL, MAU INFLUENCER, SELEBRITI, ARTIS, PUBLIC FIGURE KAYA MAUDY AYUNDA, NAJWA, JEROME, PRILLY, BIAR LEBIH SERU AJA WKWK",@jourdainefelix9238,1,2024-06-30 03:46:52,please di next season coc undang mc beneran dong bisa undang tokoh pendidikan indonesia yang terkenal mau influencer selebriti artis public figure kaya maudy ayunda najwa jerome prilly biar lebih seru saja wkwk,positive
Akhirnya dannn akhirnyaaaa Indonesia ada acara ini ... ngikutin yg korea .. sempet kyk mikir ... kpn ya Indo ada acara kyk gini ... daannnn ruang guruuuu bikin acara ini !!! GOKIL !!!!  sukses ya Ruang Guru ... 🎉🎉❤,@chipungsblack,0,2024-07-12 10:52:35,akhirnya dann akhirnyaa indonesia ada acara ini ngikutin yang korea sempet seperti mikir kapan ya indo ada acara seperti gini daann ruang guruu bikin acara ini gokil sukses ya ruang guru,positive
Kereennn bgttt<br>Sekali2 harus sdm berkualitas yg harus virall 🔥🔥,@Name-y5n8s,0,2024-06-29 13:50:53,kereenn bgttsekali harus sdm berkualitas yang harus virall,positive
Seketika nonton ini ngingetin university war hampir mirip,@gadogado5061,1,2024-06-30 02:25:01,seketika nonton ini ngingetin university war hampir mirip,neutral
Alhamdulillah prestasi terbesarku adalah masuk kuliah setiap hari😅,@gbrnjim2699,0,2024-06-30 01:43:24,alhamdulillah prestasi terbesarku adalah masuk kuliah setiap hari,negative
Their live game shows are a blast got a bonus just for participating in a quiz,@MustafaTugba-w8n,0,2024-08-04 05:00:08,their live game shows are a blast got a bonus just for participating in a quiz,positive
Agas paling selow semua temannya yang lolos selalu disambut.. padahal mereka lagi berkompetisi. In the end &quot;BALIK YUK😂&quot;,@yayanyayan1124,0,2025-01-07 15:32:17,agas paling selow semua temannya yang lolos selalu disambut padahal mereka lagi berkompetisi in the end quot balik yuk quot,negative
Shakira mantep bener sih,@sitinurfatimah6932,1,2024-06-29 11:49:20,shakira mantep bener sih,positive
UI emg gabisa diboongin ya😃 mantap bgttt,@rakaprd_,0,2024-06-29 20:25:46,ui emg gabisa diboongin ya mantap bgtt,negative
Keren banget acara ini,@anasanwarnasirin207,0,2024-06-30 03:12:02,keren banget acara ini,positive
guyss ini uda dimulai dari tadii kaah kompetisinya??? or masi perkenalan 😭😭,@Vanessa-029,0,2024-06-29 11:49:50,guyss ini uda dimulai dari tadii kaah kompetisinya or masi perkenalan,neutral
Seandainya ada kelas untuk ibu2 ky saya..,@Ummicipa,0,2024-07-13 01:24:40,seandainya ada kelas untuk ibu ky saya,neutral
hanif ipknya 4 tp ga lolos²:(,@ohhhsyieeetttt,2,2024-06-29 11:57:24,hanif ipknya tapi tidak lolos²,negative
