textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence
Plis banyakin tayangan seperti ini 👍🏻👍🏻,@ferdiyanwar4482,0,2024-06-30 05:59:27,plis banyakin tayangan seperti ini,,positive,0.57627592226206
Please itu trik ngitungnya gmana ya??<br>Apa iya d itung satu2 manual gitu?,@wahyunitawulandarii,0,2024-06-30 05:59:36,please itu trik ngitungnya gmana ya apa iya d itung satu manual gitu,,neutral,0.6742944976146937
Diakhir atau di episode terakhir nanti tolong kasi trik pembahasan soalnya dong,@Nanda-pe6gl,0,2024-06-30 05:59:39,diakhir atau di episode terakhir nanti tolong kasi trik pembahasan soalnya dong,,neutral,0.74060412917405
sepanjang nonton merinding terus,@aurazrql,0,2024-06-30 05:59:44,sepanjang nonton merinding terus,,positive,0.6970741720700823
seneng nonton yg cerdas cermat kek gini,@nuraininuraini8546,0,2024-06-30 06:00:13,seneng nonton yang cerdas cermat kek gini,,positive,0.5216804996181397
kerennnnn bgt plissss!! kalian semua kerennnn 🥰🥰🥰,@veishaelselia7531,0,2024-06-30 06:00:16,kerenn banget pliss kalian semua kerenn,,positive,0.8745544316598982
KERENNNNNNNNN,@annisanasywabakhiitah5458,0,2024-06-30 06:00:28,kerenn,,positive,0.8127249596989197
"Seruuuuu bngt nontonnyaaa<br>Semoga makin bnyk konten yang seru tapi mengedukasi kaya giniii<br>Sukses terus ruangguru<a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a>",@Tasyaprb,0,2024-06-30 06:00:36,seruu banget nontonnyaasemoga makin banyak konten yang seru tapi mengedukasi kaya giniisukses terus ruangguru,,positive,0.8255227932248133
Suka banget akhirnya ada acara kaya gini di indo biar semua anak indo ambisius dan smart 😍😍😍😍,@shilawijaya6368,0,2024-06-30 06:00:50,suka banget akhirnya ada acara kaya gini di indo biar semua anak indo ambisius dan smart,,positive,0.7942077526640255
MEREKA KEREN KEREN BGTT PLSS😭👏👏,@nandahasan4683,0,2024-06-30 06:01:03,mereka keren keren banget plss,,positive,0.8652278521318543
Mantap seru nyoo,@arifsn6559,0,2024-06-30 06:01:05,mantap seru nyoo,,positive,0.8066843084945106
"Netizen hayuk viralin acara ini,, biar tontonan sangat layak kaya gini muncul di mana2 buat konsumsi para penerus bangsa",@yustinoor8814,25,2024-06-30 06:01:09,netizen hayuk viralin acara ini biar tontonan sangat layak kaya gini muncul di mana buat konsumsi para penerus bangsa,,positive,0.6395325703799903
Kaya korea,@18.jeandangellychamarampa50,0,2024-06-30 06:01:10,kaya korea,,neutral,0.5909151267802983
"JUJUR NONTONNYA SAMPE MERINDING SENDIRII OMGG, KEREN BNGTTT 😭😭",@pny_jjhyun844,0,2024-06-30 06:01:41,jujur nontonnya sampe merinding sendirii omgg keren bngtt,,positive,0.849203220320771
secara konsep dan semua yang terlibat ini epic sihh keren bangetttt!! wajib jadi tontonan yg trending 🎉🎉<br>terima kasih ruang guru sudah bikin acara edukasi seru jaman now bangett!!👏🔥🔥,@nais1314,0,2024-06-30 06:01:46,secara konsep dan semua yang terlibat ini epic sihh keren bangett wajib jadi tontonan yang trending terima kasih ruang guru sudah bikin acara edukasi seru jaman now bangett,,positive,0.8755373013284246
Keren sih sumpah,@iipsitiasyfa,0,2024-06-30 06:02:54,keren sih sumpah,,positive,0.8359101868534381
Youtube treding plis... Seru ini,@haqsyahrony3589,0,2024-06-30 06:03:02,youtube treding plis seru ini,,positive,0.7301246700517923
"Saran aja si buat editor ruang guru kalo misalkan lagi ada yg jelasin gapapa gausah di cepetin, itu membantu banget kalo misalkan sewaktu waktu ada yg dpt soal sama juga kaya seperti itu",@DewArt-2015,1,2024-06-30 06:03:25,saran saja si buat editor ruang guru kalau misalkan lagi ada yang jelasin gapapa gausah di cepetin itu membantu banget kalau misalkan sewaktu waktu ada yang dpt soal sama juga kaya seperti itu,,negative,0.6274100988340914
"Support penuh untuk pmilik acara ini,🎉 jdi mkin bangga bnyak mahasiswa yg sangat berprestasi🎉",@azkiazkia4349,0,2024-06-30 06:03:34,support penuh untuk pmilik acara ini jadi mkin bangga bnyak mahasiswa yang sangat berprestasi,,positive,0.8229636759575606
"even lu pada ga lolos babak selanjutnya, gua yakin lu pada tetap aja lebih pintar daripada gua 😭",@paulsdaily,0,2024-06-30 06:03:48,even lu pada tidak lolos babak selanjutnya gua yakin lu pada tetap saja lebih pintar daripada gua,,neutral,0.4801157567599774
"MasyaAllaah, di tengah berbagai problem lokal yg menyulut pesimisme generasi saat ini, ada asa &amp; doa yg tiba² menyeruak di 3 menit pertama nyimak acara ini, ada Lintang² dari berbagai penjuru negeri, semoga bisa saling membersamai dalam perjuangan perbaikan masa depan bangsa kita sendiri. Selamat merayakan kompetisi sehat adik² 🎉",@sahnazmentaripujiasningrum41,7,2024-06-30 06:04:22,masyaallaah di tengah berbagai problem lokal yang menyulut pesimisme generasi saat ini ada asa amp doa yang tiba² menyeruak di menit pertama nyimak acara ini ada lintang² dari berbagai penjuru negeri semoga bisa saling membersamai dalam perjuangan perbaikan masa depan bangsa kita sendiri selamat merayakan kompetisi sehat adik²,,neutral,0.426341840933961
"Keren ya jadi saran pemenangnya bisa buat teknologi yang buat indo kuat jadi biarnegara gak kremehin,memalukan di beritakan situs di hek",@kimmoha822,0,2024-06-30 06:04:46,keren ya jadi saran pemenangnya bisa buat teknologi yang buat indo kuat jadi biarnegara tidak kremehin memalukan di beritakan situs di hek,,positive,0.7087437103569263
makanya apa plzz,@Fahhri,0,2024-06-30 06:04:53,makanya apa plzz,,neutral,0.733719776169075
"Naufal aku mendukungmu, sma2 dari banyuwangi. Kamu dah keren bgt",@kakarika__98,0,2024-06-30 06:05:40,naufal aku mendukungmu sma dari banyuwangi kamu dah keren banget,,positive,0.8349593627886577
Kampusku ndi 😢,@fitriaramadhani5877,0,2024-06-30 06:06:29,kampusku ndi,,neutral,0.3716076679451141
KEREN BANGET PLISSSS😭🤍,@nazwafitriani-u2p,0,2024-06-30 06:06:40,keren banget pliss,,positive,0.9150728372614051
"Sumpahh merinding, kalian semua KEREN²!!... 👏👏",@atikaem2385,0,2024-06-30 06:06:40,sumpahh merinding kalian semua keren²,,positive,0.7688818814667386
Yesaya udah sombong duluan malah gak lolos round 1 😂,@hennykyu7369,0,2024-06-30 06:06:43,yesaya sudah sombong duluan malah tidak lolos round,,negative,0.7702284492231742
tim yang goblog nonton orang pinter like😂,@syawalmuz3115,0,2024-06-30 06:06:48,tim yang goblog nonton orang pinter like,,positive,0.6279978623693893
ngakk sabar eps 2 nyaa huhu,@DARMAWATISAHWAN,0,2024-06-30 06:07:03,ngakk sabar eps nyaa huhu,,neutral,0.4588970330395334
"😂😂😂😂 maxwell komenannya kocak2 untuk ukuran orang pinter kaku kanebo. Tapi ttp, selucu lucu ente. ANE TETEP UB",@itsdrmks,0,2024-06-30 06:07:06,maxwell komenannya kocak untuk ukuran orang pinter kaku kanebo tapi ttp selucu lucu ente ane tetep ub,,positive,0.7395438249547334
kalo gue baru masuk vanue langsung keluar sih,@GraciaPrimaningrum,0,2024-06-30 06:07:09,kalau gue baru masuk vanue langsung keluar sih,,negative,0.6772254220414559
Acara seperti menjadi motivasi kita buat terus giat belajar 🔥,@FitriaUlfiani,0,2024-06-30 06:07:10,acara seperti menjadi motivasi kita buat terus giat belajar,,positive,0.7094554887701808
"merinding bgt selama nonton, ikut bangga banget sama kakak kakak semua",@alikaaputri5415,1,2024-06-30 06:07:22,merinding banget selama nonton ikut bangga banget sama kakak kakak semua,,positive,0.8566320683926122
MAGNIFIQUE!❤️‍🔥❤️‍🔥😭,@Asteroidd99,0,2024-06-30 06:07:49,magnifique,,neutral,0.3716076679451141
Yuk trending yuk,@bellaserafina2909,0,2024-06-30 06:08:05,yuk trending yuk,,neutral,0.6347111584371762
Tolong bngttt aing merinding sepanjang perkenalan pribadi masing2 😭😭😭,@RizqiRusydiana26,0,2024-06-30 06:08:15,tolong bngtt aing merinding sepanjang perkenalan pribadi masing,,positive,0.5558573920600354
orang orang pinter tuh effortlessly attractive aslian deh,@baevelyns,0,2024-06-30 06:08:58,orang orang pinter tuh effortlessly attractive aslian deh,,positive,0.5729040025465851
Seru banget woyyyilahhhhhh🔥🔥🔥🔥🔥🔥,@shabrinahlwn,0,2024-06-30 06:09:00,seru banget woyyilahh,,positive,0.8705469599096972
"YA ALLAH, KALO MEMANG AKU GA BISA JADI BARISAN DI ANTARA MEREKA, SEMOGA ANAK CUCU KETURUNAN KU BISA 😭😭😭❤❤❤❤",@fluffyheart.ffsid_,0,2024-06-30 06:09:12,ya allah kalau memang aku tidak bisa jadi barisan di antara mereka semoga anak cucu keturunan ku bisa,,negative,0.5460781071690884
"Ayok ayok siapa nih yg jadi hyunbin ver indo???,,, Ayok wincuk wincuk are are masih ter ngiang² di kepala nih😂😭",@titinratnasari776,0,2024-06-30 06:09:29,ayok ayok siapa nih yang jadi hyunbin ver indo ayok wincuk wincuk are are masih ter ngiang² di kepala nih,,neutral,0.3937854440698409
"ada yg sama gasih, masa gua nangiss pas denger semuanya banyak menang olimpiade gitu, kerennn bgttt terharu😭😭",@rarapapuana3125,8,2024-06-30 06:09:53,ada yang sama gasih masa gua nangiss pas denger semuanya banyak menang olimpiade gitu kerenn bgtt terharu,,positive,0.7264737905426419
Sombong adalah suatu kekalahan ...! 😂😂😂😅,@Aideeeenrp,0,2024-06-30 06:09:55,sombong adalah suatu kekalahan,,neutral,0.40476858317180636
Keren2,@kimmoha822,0,2024-06-30 06:10:11,keren,,positive,0.840375825721574
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1301"">21:41</a> lg serius ngedengerin malah di percepat hadeuhh",@whitedeer2993,0,2024-06-30 06:10:29,a href lagi serius ngedengerin malah di percepat hadeuhh,,neutral,0.463036957246495
"Seruuuuu abissssss, ini nih acara berkualitas yang bikin penasaran...<br>Banyakin acara gini deh harusnya",@bugurululu,0,2024-06-30 06:10:30,seruu abiss ini nih acara berkualitas yang bikin penasaran banyakin acara gini deh harusnya,,positive,0.7407210572523818
Aku kepengen ikut tapi belum biasa,@Chrisandjesli,0,2024-06-30 06:10:41,aku kepengen ikut tapi belum biasa,,neutral,0.3685479983007984
gilaakk ikut merinding liat menit&#39; terakhir,@lovikeus,1,2024-06-30 06:10:45,gilaakk ikut merinding liat menit terakhir,,positive,0.5610169964650907
"Ini harus viral sih, biar kedepannya makan banyak acara kayak begini<br>Terus makin bikin semangat dan jadi motivasi juga buat banyak orang<br><br>Semangat teruss",@kayiden,0,2024-06-30 06:10:49,ini harus viral sih biar kedepannya makan banyak acara seperti beginiterus makin bikin semangat dan jadi motivasi juga buat banyak orangsemangat teruss,,positive,0.7951306971225339
"ngeliat ini bener² bangga banget siii, sampe merinding liatnya😍😭",@sherlyiswandari7449,0,2024-06-30 06:11:08,ngeliat ini bener² bangga banget sii sampe merinding liatnya,,positive,0.8498285048669599
Saya lulus kuliah hampir 20 tahun lalu aja seneng nonton ini bareng istri. Takjub lihat anak-anak pinter ini.,@tguh,74,2024-06-30 06:11:13,saya lulus kuliah hampir tahun lalu saja seneng nonton ini bareng istri takjub lihat anak anak pinter ini,,positive,0.6068252764330887
&quot;Balik yukk&quot;😂,@DeaNovita-tj1bw,0,2024-06-30 06:11:19,quot balik yukk quot,,negative,0.5510556158462226
Universitas syiah kuala mana nih🥲,@karimsyaputra,0,2024-06-30 06:11:27,universitas syiah kuala mana nih,,neutral,0.6861800095012062
"Sumpah ikut merinding, ikut degdegan",@arifindoanx,0,2024-06-30 06:11:34,sumpah ikut merinding ikut degdegan,,positive,0.6447265738008242
ACARA YANG KAYA GINI YANG LAYAK VIRAL!!!! 💥💥💥💥,@renyindrianisitimaryam8445,0,2024-06-30 06:11:39,acara yang kaya gini yang layak viral,,positive,0.5773451380608646
unpam gak ikutan nihhh,@lianwlnsr9871,0,2024-06-30 06:11:57,unpam tidak ikutan nihh,,neutral,0.497932248890744
auto ambis,@muy__1318,0,2024-06-30 06:12:04,auto ambis,,neutral,0.3731207314205807
seru banget kalian keren abizzz,@MutiRamadhanti,0,2024-06-30 06:12:12,seru banget kalian keren abizz,,positive,0.9274268154101843
"Cara jelasin pengerjaannya kalo bisa lain kali jangan dispeed ya min,biar kita juga tau ilmu² baru,terimakasih semoga didengar",@na_piyu,2,2024-06-30 06:13:06,cara jelasin pengerjaannya kalau bisa lain kali jangan dispeed ya min biar kita juga tau ilmu² baru terimakasih semoga didengar,,neutral,0.4829901482583266
Ini baru acara bermutu 🎉,@yanahpasha5064,0,2024-06-30 06:13:33,ini baru acara bermutu,,positive,0.6120314133543333
Siapa yg kesini gara” liat dr tiktok?☝🏻☝🏻,@rgaaaditia,0,2024-06-30 06:13:48,siapa yang kesini gara liat dari tiktok,,neutral,0.695455905275168
Anak tiktok wajib nonton ini biar berhenti jadi tulul,@salehuddinalayyubi6094,0,2024-06-30 06:14:14,anak tiktok wajib nonton ini biar berhenti jadi tulul,,positive,0.530069911397875
"Bismillah nanti liat anak aku ada di acara seperti ini, Bismillah Afirmasi ❤❤",@sitizahranurfahmi6747,0,2024-06-30 06:14:45,bismillah nanti liat anak aku ada di acara seperti ini bismillah afirmasi,,neutral,0.4468454533510109
Kalo total satuan di kali semua trs di jumlahin bisa ga sih,@boobbh,0,2024-06-30 06:15:19,kalau total satuan di kali semua terus di jumlahin bisa tidak sih,,neutral,0.40929222034395113
Tolong bgttt harusss ada program kaya gini yaampun seru habiss,@herlinaarahim4435,0,2024-06-30 06:15:22,tolong bgtt haruss ada program kaya gini yaampun seru habiss,,positive,0.5356981920981647
"a fahmi the real cowo rohis! you did a great job, a! ❤",@feroustelli,0,2024-06-30 06:15:27,a fahmi the real cowo rohis you did a great job a,,neutral,0.4161904854696063
Jesika suaranya lucu😂,@sintiahaetami5012,0,2024-06-30 06:15:27,jesika suaranya lucu,,positive,0.631891388205532
Merinding,@DewiWidi-b9i,0,2024-06-30 06:15:37,merinding,,positive,0.6848270916098693
"Keren sih, ngga sabar nunggu ep 2😊",@alicefrolyne3733,0,2024-06-30 06:15:59,keren sih tidak sabar nunggu ep,,positive,0.7148210986039114
Bangga banget…masih banyak anak2 cerdas indonesia.,@sablisuri3813,0,2024-06-30 06:16:17,bangga banget masih banyak anak cerdas indonesia,,positive,0.8052524020983419
Adek2 Top ..,@jikawulandari,0,2024-06-30 06:16:19,adek top,,neutral,0.49646118971616615
Mirip university war .. seru nih pasti ... Waah,@ChacuCu_123,0,2024-06-30 06:16:23,mirip university war seru nih pasti waah,,positive,0.6467565905461599
Siapapun yang udh datang ke sana kalian hebatttt🎉🎉,@firhaadhera,0,2024-06-30 06:16:35,siapapun yang sudah datang ke sana kalian hebatt,,neutral,0.4894901233342585
GILAAAAKK OXFORDDDD GG GEMING QDJAJDBAJKFBEFBBEEJB,@nyiongie,0,2024-06-30 06:16:37,gilaakk oxfordd gg geming qdjajdbajkfbefbbeejb,,neutral,0.3716076679451141
Keren banget!,@wondeukiforwonderfullifeu_8137,0,2024-06-30 06:16:40,keren banget,,positive,0.9154613490699348
Keren bgt acaranya 😭🔥🔥,@Akunku212,0,2024-06-30 06:16:40,keren banget acaranya,,positive,0.914132790297047
Kereeeennnn,@nurainun741,0,2024-06-30 06:16:56,kereenn,,positive,0.7366137854914205
KEREN KEREN BANGETTTTT 😭😭😭😭✋🏻✋🏻✋🏻✋🏻,@fathyaikrima,0,2024-06-30 06:17:08,keren keren bangett,,positive,0.8956805641704454
KERENNNNNNN!!!!!!,@nitaanggita381,0,2024-06-30 06:17:31,kerenn,,positive,0.8127249596989197
acara ter-keren yg pernah ada.,@ristisiahaan,0,2024-06-30 06:17:41,acara ter keren yang pernah ada,,positive,0.7868219530608513
"Anjir<br><br>Pinter² dan gak kaleng².. tapi sayang mereka akan dipimpin sama yg punya IPK 2.3, gak ada riwayat lomba maupun gak ada riwayat organisasi",@lionyshinta8193,0,2024-06-30 06:17:51,anjirpinter² dan tidak kaleng² tapi sayang mereka akan dipimpin sama yang punya ipk tidak ada riwayat lomba maupun tidak ada riwayat organisasi,,negative,0.8058634394894052
"Yg jurusannya HI dan makul lain yg ga fokus math/ga terbiasa itung manual zonk bgt, gasih?<br><br>Bukan berarti mereka ga pinter tp bukan &#39;kolamnya&#39; aja",@nurulra8153,0,2024-06-30 06:18:01,yang jurusannya hi dan makul lain yang tidak fokus math ga terbiasa itung manual zonk bgt gasih bukan berarti mereka tidak pinter tapi bukan kolamnya saja,,negative,0.6963864805295685
SHAKIRA KEREN BANGET🎉🎉🎉🎉🎉,@halo6849,0,2024-06-30 06:18:04,shakira keren banget,,positive,0.9087247278452932
"Keren banget sumpah, sepanjang nonton kek merinding hahah",@suciwilani6189,0,2024-06-30 06:18:07,keren banget sumpah sepanjang nonton kek merinding hahah,,positive,0.9084484974768169
merinding banget,@affang9680,0,2024-06-30 06:18:42,merinding banget,,positive,0.7935209197357672
"gokil si acaranya,editing video,pemilihan sounding jga buat acara ini berkonsep dan menarik",@Arsyad_alfaruqi,5,2024-06-30 06:18:48,gokil si acaranya editing video pemilihan sounding juga buat acara ini berkonsep dan menarik,,positive,0.7316832877580549
Finally ada acara edukatif di Indonesia🎉,@sitiqurniawati5914,0,2024-06-30 06:19:04,finally ada acara edukatif di indonesia,,neutral,0.5131980336379285
&quot;aku takut di hujat netizen&quot; SIAPA YG BERANI NGEHUJAT???!!!!!😭😭😭😭😭,@user-re2oc4kx8g,1,2024-06-30 06:19:10,quot aku takut di hujat netizen quot siapa yang berani ngehujat,,negative,0.6331788037634444
Sayang banget malah penjelasannya dipercepat,@deluluck,0,2024-06-30 06:19:36,sayang banget malah penjelasannya dipercepat,,negative,0.6354815135426398
Kalian semua Keren 💪,@windikaarifdaulay,0,2024-06-30 06:19:38,kalian semua keren,,positive,0.8381157490169007
Ko g masok tr3nding si,@Hallirawna,0,2024-06-30 06:19:40,ko g masok trnding si,,neutral,0.4060210974589509
"AAAAA KEREN SEKALI RG!! PLS WAJIB <a href=""http://www.youtube.com/results?search_query=%23tranding1"">#TRANDING1</a>",@syifaliazatarailma1422,0,2024-06-30 06:20:24,aa keren sekali rg pls wajib a href,,positive,0.7445492850789136
berapa episode yahh?,@CintaAbadi-iz6pr,0,2024-06-30 06:20:25,berapa episode yahh,,neutral,0.6136375678754834
"Penasaran mau nontin ep 2 di app ruang guru, tp nunggu di yutub aja buat nambahin views",@Sienna-1717,0,2024-06-30 06:20:39,penasaran mau nontin ep di app ruang guru tapi nunggu di yutub saja buat nambahin views,,neutral,0.5391528945040419
Sumpah kerenn bangettt,@melanratu8349,0,2024-06-30 06:20:56,sumpah kerenn bangett,,positive,0.8244500576976542
"Bingung mau kuliah di mana di,UGM,UI atau UNHAS",@MuhAldarbar,0,2024-06-30 06:21:19,bingung mau kuliah di mana di ugm ui atau unhas,,neutral,0.6510570525626884
Ya Allah gue ga pernah dpt prestasi..goblock bgt yak gue 🤕🤦,@kisahperjalanan,1,2024-06-30 06:21:27,ya allah gue tidak pernah dpt prestasi goblock banget yak gue,,negative,0.5535919108992314
PLEASEEEE ACARA INI HARUS VIRALLLLLLL,@NabilahAndini-m1d,0,2024-06-30 06:21:36,pleasee acara ini harus virall,,positive,0.7459064460961597
min ga ajak jerome poling? wkwkw @jerome polin,@blackstar6270,0,2024-06-30 06:21:45,min tidak ajak jerome poling wkwkw polin,,negative,0.6796414432225107
