textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence,sentiment_bert,confidence_bert,sentiment_final
"Sejauh baca² komentar, sepertinya netijen yg budiman ini komentarnya santun².. Tidak ada yg menghujat. Karena pasti kalau menghujat akan dijulitin habis² an suruh ikutan game ini wkwkwk.. Setelah nonton, jadi insyekurrr bgt. Tapi tdk lupa berdoa untuk anak² ku bisa hebat seperti mereka ❤️",@friscaajengprameswari3567,31,2024-07-01 15:15:11,sejauh baca² komentar sepertinya netijen yang budiman ini komentarnya santun² tidak ada yang menghujat karena pasti kalau menghujat akan dijulitin habis² an suruh ikutan game ini wkwkwk setelah nonton jadi insyekurr bgt tapi tidak lupa berdoa untuk anak² ku bisa hebat seperti mereka,positive,positive,1.0,positive,0.9354,positive
Mampir kesini krna rame di kalangan pecinta korea...ternyata acaranya KEREN BANGET 👍...semoga bisa menginspirasi generasi2 sekarang &amp; seterusnya...,@chaheemi,0,2024-06-30 12:20:54,mampir kesini krna rame di kalangan pecinta korea ternyata acaranya keren banget semoga bisa menginspirasi generasi sekarang amp seterusnya,positive,positive,1.0,positive,0.995,positive
Allahumma baarik lak...Ya ampun serius aslii seruuu Ini menambah kesukaan belajar....terus lanjutkan ruangguru Terimah Kasih....We love yu all...All is the best ❤🎉🎉😭🥰,@qaillaqurani7122,1,2024-07-02 09:59:14,allahumma baarik lak ya ampun serius aslii seruu ini menambah kesukaan belajar terus lanjutkan ruangguru terimah kasih we love yu all all is the best,positive,positive,1.0,positive,0.9909,positive
Nonton ini menyadarkan gua bahwa otak gua isinya cuma jajan 😂😂😂,@dwidestacandra5614,0,2024-07-01 05:32:13,nonton ini menyadarkan gua bahwa otak gua isinya cuma jajan,negative,negative,1.0,negative,0.8813,negative
Mereka yang lomba saya yang deg degan 😭😂,@Mufar812,0,2024-07-07 14:52:47,mereka yang lomba saya yang deg degan,negative,negative,1.0,negative,0.8764,negative
bjirlah,@sitirahma3609,0,2024-07-27 13:38:51,bjirlah,negative,negative,1.0,negative,0.8208,negative
ahh keren banget ya allah ❤❤❤,@putriramadhani1509,0,2024-06-30 10:24:49,ahh keren banget ya allah,positive,positive,1.0,positive,0.9953,positive
Kirain msih SMA😭🙏🏼🙏🏼,@dheanafisha5028,0,2024-07-04 04:14:23,kirain msih sma,neutral,neutral,1.0,neutral,0.9884,neutral
SUMPAH IKUTT TEGANG,@fifisafitri6165,0,2024-06-29 15:40:37,sumpah ikutt tegang,negative,negative,1.0,negative,0.8884,negative
Sesi insecure dimulai🤒,@monen-low3310,0,2024-07-02 12:25:11,sesi insecure dimulai,negative,negative,1.0,negative,0.9701,negative
aaaaa seruuuu bgttttttt,@tuesdayism4099,0,2024-06-29 14:05:14,aa seruu bgtt,positive,positive,1.0,positive,0.9948,positive
What about their referral program? Seems like a good deal if we get a few friends to join up,@Turanirem-r7l,0,2024-08-04 05:01:20,what about their referral program seems like a good deal if we get a few friends to join up,neutral,neutral,1.0,neutral,0.8859,neutral
Anjai unud pride 🎉,@JeffryHans,0,2024-06-29 16:30:08,anjai unud pride,positive,positive,1.0,positive,0.9911,positive
Kayak pernah nonton versi koreanya,@James.Joe13,0,2024-07-16 18:30:53,seperti pernah nonton versi koreanya,neutral,neutral,1.0,positive,0.53,positive
Ruang guru plis jangan di cut pas peserta ngejelasin strategi mereka,@텬냥이-z9q,0,2024-07-02 11:56:30,ruang guru plis jangan di cut pas peserta ngejelasin strategi mereka,negative,negative,1.0,negative,0.4889,negative
"Ada rasa aneh gak <br>Si rea , Nana lolos tapi gak ada babak berikutnya ,, tapi olahraga v gak lolos dia ada di round berikutnya 😅 atau aku yang kelialru",@SopianmanikSopian,0,2024-08-04 02:21:03,ada rasa aneh tidak si rea nana lolos tapi tidak ada babak berikutnya tapi olahraga v tidak lolos dia ada di round berikutnya atau aku yang kelialru,negative,negative,1.0,negative,0.8652,negative
Semangat bang brian 😂,@siapaDia-t3i,0,2024-07-04 04:09:54,semangat bang brian,positive,positive,1.0,positive,0.9928,positive
"suka kaya gini deh, acaranya berkualitas🔥<br>Indonesia maju jaya terus kalau banyak acara kaya gini",@35.zahraqurotunnabilla13,0,2024-06-30 13:32:09,suka kaya gini deh acaranya berkualitas indonesia maju jaya terus kalau banyak acara kaya gini,positive,positive,1.0,positive,0.9943,positive
COC tayang setiap hari apa ya..eps 10 nya kapan tayang nya yaa.,@ZaynFarhana-m6s,0,2024-08-07 06:21:27,coc tayang setiap hari apa ya eps nya kapan tayang nya yaa,neutral,neutral,1.0,neutral,0.9894,neutral
Buat kaka perwakilan UNHAS semangat!!!! Kamu keren kaaa🎉🎉,@hariztianizma3214,0,2024-06-29 14:35:41,buat kaka perwakilan unhas semangat kamu keren kaa,positive,positive,1.0,positive,0.9947,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=883"">14:43</a> <a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1697"">28:17</a>",@cashmere07,0,2024-07-01 00:40:25,a href a href,neutral,neutral,1.0,neutral,0.944,neutral
Rewatch lagi karena udah kelar kangen lg 😢,@MylaSovyaD,0,2024-08-17 16:39:08,rewatch lagi karena sudah kelar kangen lagi,positive,positive,1.0,neutral,0.8354,neutral
gapapa boti yg pinter,@robuukitta9234,0,2024-07-07 05:39:22,gapapa boti yang pinter,negative,negative,1.0,negative,0.5692,negative
Keren .......,@rizalbukancacing2111,0,2024-06-29 14:09:38,keren,positive,positive,1.0,positive,0.9956,positive
MasyaAllah moga pinternya  nular ke anak2ku❤,@masheru-pq2un,0,2024-07-09 12:05:59,masyaallah moga pinternya nular ke anakku,positive,positive,1.0,positive,0.9528,positive
dari awal nnton  smpe akhir ekspresi aku 😮😮😮,@dinnamulia8796,0,2024-06-30 18:32:04,dari awal nnton smpe akhir ekspresi aku,positive,positive,1.0,negative,0.8013,negative
KEREEEENNNN,@rizqanurrohmah1501,0,2024-07-02 08:39:36,kereenn,positive,positive,1.0,positive,0.995,positive
Acara yang seperti ini wajib untuk di trendingkan dibandingkan aksi joget-joget yang nggak jelas dan juga aksi tawuran yang nggak ada manfaatnya. 👍👍👍<br><br>Nasib sebuah bangsa ada di tangan para pemuda.,@meipratiwi3295,14,2024-07-02 12:10:16,acara yang seperti ini wajib untuk di trendingkan dibandingkan aksi joget joget yang tidak jelas dan juga aksi tawuran yang tidak ada manfaatnya nasib sebuah bangsa ada di tangan para pemuda,positive,positive,1.0,positive,0.8491,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1758"">29:18</a> ghaza was here kyaaaaaa",@fotofosforilasi,0,2024-06-29 15:26:27,a href ghaza was here kyaa,neutral,neutral,1.0,neutral,0.92,neutral
"Meski telat nontonnya, tp sepanjang acara sholawat terus. Smg anak sy secerdas mereka, seberuntung bahkan lebih beruntung dr mereka. Aamiin..",@liaisna8326,0,2024-07-06 22:25:00,meski telat nontonnya tapi sepanjang acara sholawat terus smg anak sy secerdas mereka seberuntung bahkan lebih beruntung dari mereka aamiin,positive,positive,1.0,positive,0.9767,positive
Keren2 banget sumpah,@vanillaafsheen2939,0,2024-06-30 01:58:03,keren banget sumpah,positive,positive,1.0,positive,0.9956,positive
Acara gini keren bnget...🔥🔥🙌🏻💫🫵🏻,@ahmadsyarifuddin1405,0,2024-07-01 13:15:54,acara gini keren bnget,positive,positive,1.0,positive,0.9955,positive
"Keren bngt, merinding cuy nntn nya, lanjutkan ruangguru 🎉",@donni9752,0,2024-06-30 13:20:47,keren bngt merinding cuy nntn nya lanjutkan ruangguru,positive,positive,1.0,positive,0.9952,positive
"Pinter dan entertaint, asoyy bener tim kreatif atau producernya 😢",@mostest9007,0,2024-07-02 13:23:14,pinter dan entertaint asoyy bener tim kreatif atau producernya,positive,positive,1.0,positive,0.9811,positive
"Waah keren, gimana untuk mensponsori acaranya nih?",@BangKiboooo,1,2024-07-07 09:52:39,waah keren bagaimana untuk mensponsori acaranya nih,positive,positive,1.0,positive,0.9939,positive
Please adain yanng versi sma atau sederajat nya,@GalihMughni-yd4el,0,2024-07-02 07:59:39,please adain yanng versi sma atau sederajat nya,negative,negative,1.0,negative,0.9419,negative
"Cara ngedidiknya gimana ya, bisa pada pinter gituu😢",@elsadurotunnafisyah2583,0,2024-07-06 23:45:08,cara ngedidiknya bagaimana ya bisa pada pinter gituu,negative,negative,1.0,negative,0.8289,negative
Keren amatt dukung yang inii,@EviOktaviani-xf1ht,0,2024-07-03 07:42:00,keren amatt dukung yang inii,positive,positive,1.0,positive,0.9955,positive
Gw nontonin org2 pinter buat ninabobo,@meidynurfajriah5059,0,2024-07-07 15:17:31,gw nontonin org pinter buat ninabobo,negative,negative,1.0,positive,0.9808,positive
Kesini garagara pgn liat org pinter2😂,@daniartha172,0,2024-07-08 05:59:55,kesini garagara pgn liat orang pinter,negative,negative,1.0,negative,0.9533,negative
"KAGET LIAT UNIVERSITAS LAINNYA, RUANG GURU NIAT BAGET PLSS",@imjezzy,0,2024-06-29 13:34:27,kaget liat universitas lainnya ruang guru niat baget plss,negative,negative,1.0,negative,0.9422,negative
seruu bgtt. keknya bikin versi kampus pendidikan juga seruu :D,@bbjvz4804,0,2024-06-30 05:41:30,seruu bgtt keknya bikin versi kampus pendidikan juga seruu d,positive,positive,1.0,positive,0.9937,positive
PLSSS KERENNN BGTTT,@zwheree,0,2024-07-01 07:17:15,plss kerenn bgtt,positive,positive,1.0,positive,0.9935,positive
Mending nyontek kalo soal nya sama semua jawaba semua sama,@futureidn8063,0,2024-07-08 14:01:34,mending nyontek kalau soal nya sama semua jawaba semua sama,negative,negative,1.0,negative,0.9408,negative
Bismillah bisa medal osn tahun depan. Aaammiin,@uiuauiu,0,2024-06-29 11:36:13,bismillah bisa medal osn tahun depan aammiin,positive,positive,1.0,positive,0.9866,positive
"Ini acara yang harus didukung bgt di Indo!!! Jangan takut ada yg hujatt kak, ga pantes mereka ngehujat kalian.. semangat teruss!! Keren bangett",@DarmanNindani,4,2024-06-29 18:55:38,ini acara yang harus didukung banget di indo jangan takut ada yang hujatt kak tidak pantes mereka ngehujat kalian semangat teruss keren bangett,positive,positive,1.0,positive,0.9946,positive
SERUU BANGET PLISS😭😭,@marselafaizah1766,0,2024-07-01 07:24:45,seruu banget pliss,positive,positive,1.0,positive,0.9954,positive
Bocil tm lari melihat ini 😂😅,@arnoldwdasmasela,0,2024-07-16 08:06:21,bocil tm lari melihat ini,negative,negative,1.0,negative,0.9746,negative
AKU DUKUNG SEMUANYA❤,@Suciptovirgi,0,2024-06-29 16:38:15,aku dukung semuanya,positive,positive,1.0,positive,0.9924,positive
Makasih yaa ruangguru udah bikin acara kaya gini🥹 plis banyakin yaa,@nada-vd2fc,0,2024-07-01 13:39:25,makasih yaa ruangguru sudah bikin acara kaya gini plis banyakin yaa,positive,positive,1.0,positive,0.9896,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=688"">11:28</a> Tantangan COC di peringkat pertama maa syaa Allah Shakira",@nudietjourney309,2,2024-08-17 18:55:15,a href tantangan coc di peringkat pertama maa syaa allah shakira,positive,positive,1.0,positive,0.5339,positive
Ahh keten bgt acaranyaa r🎉🎉,@dwisulistiyarini1072,0,2024-06-30 02:10:43,ahh keten banget acaranyaa r,negative,negative,1.0,negative,0.9799,negative
Kerennn abisss min❤❤❤❤❤,@drakorid6649,0,2024-06-29 16:56:57,kerenn abiss min,positive,positive,1.0,positive,0.9955,positive
"Bagi dong soalnyaaa, aku juga mau sambil ikutan ngerjain nihhh",@sleepybee123,0,2024-07-01 16:52:34,bagi dong soalnyaa aku juga mau sambil ikutan ngerjain nihh,neutral,neutral,1.0,neutral,0.983,neutral
"Terima kasih Kak Iman dan Kak Belva sudah buat acara seperti ini juga buat Indonesia, ini yang kita butuhin di era sekarang  konten-konten pendidikan. 🥹🙌🏻 Semoga Ruangguru makin sukses dan makin bisa bermanfaat untuk siswa-siswi dari Sabang sampai Merauke, Respect! 🙏🏻",@chocolatejwoo475,20,2024-06-29 16:02:45,terima kasih kak iman dan kak belva sudah buat acara seperti ini juga buat indonesia ini yang kita butuhin di era sekarang konten konten pendidikan semoga ruangguru makin sukses dan makin bisa bermanfaat untuk siswa siswi dari sabang sampai merauke respect,positive,positive,1.0,positive,0.9924,positive
"saran aja ni min, waktu ada yang jelasin jangan dicepetin dong, biar yang nonton juga tahu caranya",@sugengwidodo244,0,2024-06-30 06:25:58,saran saja ni min waktu ada yang jelasin jangan dicepetin dong biar yang nonton juga tahu caranya,negative,negative,1.0,negative,0.6199,negative
YESAYA GUA ADUIN KE BAPAK IBU LU YAAAKKK WKWKWK,@sitiqoiriyah9645,0,2024-07-01 11:18:33,yesaya gua aduin ke bapak ibu lu yaakk wkwkwk,positive,positive,1.0,positive,0.9741,positive
Shakira bukan manusia yaaaaa??????? cepettt bgt bjir ngitungnya,@anissszzz,0,2024-07-01 06:11:15,shakira bukan manusia yaa cepett banget bjir ngitungnya,negative,negative,1.0,negative,0.9701,negative
"lepas university war , clash of champions ! this really give me motivation to studyyy !! mashaallah, kagum dengan kepandaian diorang! 😭🔥 oh i wish malaysia pun buat show macam niii  . it&#39;s worth to watch ! sending love from malaysia 💟",@histesoro.,148,2024-07-02 07:44:19,lepas university war clash of champions this really give me motivation to studyy mashaallah kagum dengan kepandaian diorang oh i wish malaysia pun buat show macam nii it s worth to watch sending love from malaysia,positive,positive,1.0,positive,0.9918,positive
MANTAPP,@fitriapriliani2956,0,2024-06-29 11:33:00,mantapp,positive,positive,1.0,positive,0.9953,positive
Keren banget co acaranya ❤,@Nafla02,0,2024-06-30 22:53:56,keren banget co acaranya,positive,positive,1.0,positive,0.9954,positive
Gacorrr,@cindull_,0,2024-06-29 11:47:11,gacorr,positive,positive,1.0,neutral,0.8414,neutral
Liat gni jd pngin kuliah lg 😢,@meyy3381,0,2024-07-02 13:23:37,liat gni jd pngin kuliah lagi,negative,negative,1.0,negative,0.9687,negative
Staiza otw😊,@Seewed545,0,2024-07-04 06:52:49,staiza otw,neutral,neutral,1.0,neutral,0.9641,neutral
Kemari lagi gara gara liat aoc eps 1 jadi kangen anak2 coc,@muhammadmuhazir8763,1,2024-12-29 13:32:26,kemari lagi gara gara liat aoc eps jadi kangen anak coc,negative,negative,1.0,negative,0.9279,negative
Yesaya yg bilang gampang tadi perasaan ga ke depan²😂,@LobaTeing212,0,2024-07-01 07:45:41,yesaya yang bilang gampang tadi perasaan tidak ke depan²,negative,negative,1.0,negative,0.9608,negative
sambil ngebayangin ada disitu🥲,@aidilakbar6629,0,2024-06-30 08:39:54,sambil ngebayangin ada disitu,neutral,neutral,1.0,positive,0.7341,positive
SMGT GW BUAT BLJR NINGKAT ABIS LIAT INIII❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,@samraffi5483,0,2024-07-04 17:41:12,smgt gw buat bljr ningkat abis liat inii,positive,positive,1.0,positive,0.9853,positive
Ini keren bnget woii  merinding gw nntnnya😭,@alyarahmanadia3524,0,2024-06-30 05:04:04,ini keren bnget woii merinding gw nntnnya,positive,positive,1.0,positive,0.9951,positive
Bisa ya kedokteran ip 4.0😂,@anakgoenoeng2002,0,2024-07-22 02:56:44,bisa ya kedokteran ip,neutral,neutral,1.0,neutral,0.9394,neutral
Keren banget kalian🔥😍,@nurulasyiatulafiati6870,0,2024-07-13 07:14:23,keren banget kalian,positive,positive,1.0,positive,0.9956,positive
Nelen ludah terus denger prestasi2 mrk😥😂,@ZaraAneera,1,2024-07-14 00:20:56,nelen ludah terus denger prestasi mrk,negative,negative,1.0,negative,0.9785,negative
super proud!!! ini baru asian value❤,@zf.5990,0,2024-06-29 12:50:53,super proud ini baru asian value,positive,positive,1.0,positive,0.9896,positive
"jadi gini rasanya nonton ga pake subtitle, btw kereen ❤",@upiann,1,2024-06-30 00:04:09,jadi gini rasanya nonton tidak pake subtitle btw kereen,negative,negative,1.0,negative,0.9508,negative
seru banget nontonin orang pinter😅,@sandydiyoang06,29,2024-06-29 12:13:53,seru banget nontonin orang pinter,positive,positive,1.0,positive,0.9951,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1698"">28:18</a> lah bisa2nya nanya sama peserta lain?? Curang ga sih itungannya?😂😂😂",@moonjinnie897,0,2024-06-29 16:00:44,a href lah bisanya nanya sama peserta lain curang tidak sih itungannya,negative,negative,1.0,negative,0.6363,negative
MENYALA GENERASI PENERUS BANGSA,@arinnnzh,0,2024-06-29 11:36:14,menyala generasi penerus bangsa,positive,positive,1.0,positive,0.9872,positive
KERENNN BANGETT SI INII,@hadijahh02,1,2024-06-29 15:02:29,kerenn bangett si inii,positive,positive,1.0,positive,0.9953,positive
Kak tolong dong bagian penhelasan pengerjaan jgn di percepat biar kuta tau gmn ngerjainnya,@EvirianiZega,0,2024-07-06 13:09:53,kak tolong dong bagian penhelasan pengerjaan jgn di percepat biar kuta tau gimana ngerjainnya,neutral,neutral,1.0,neutral,0.8821,neutral
buat trus acara begini biar aku makin rajinn bgtt buat belajarnya,@azumibesty7299,0,2024-06-30 03:56:57,buat trus acara begini biar aku makin rajinn banget buat belajarnya,positive,positive,1.0,positive,0.9638,positive
Sumpaa ini KERENN BANGETT ACARANYAAAA PLISSS VIRALIN❤❤,@pratamasahja3893,0,2024-06-30 02:40:52,sumpaa ini kerenn bangett acaranyaa pliss viralin,positive,positive,1.0,positive,0.9928,positive
"Yesaya, lu diam gak 😂😂🫵🫵🫵",@fredypangestu4522,0,2024-06-29 15:49:49,yesaya lu diam tidak,negative,negative,1.0,negative,0.959,negative
"Gua yang ga terlalu pinter matematika,cuma nonton ini kaya seru aja 😂",@riski6976,0,2024-06-30 08:30:34,gua yang tidak terlalu pinter matematika cuma nonton ini kaya seru saja,positive,positive,1.0,positive,0.9937,positive
UGMMMMMMMMMM,@MuhammadRizkiFadillah-wk8tj,0,2024-07-11 09:53:35,ugmm,neutral,neutral,1.0,neutral,0.8484,neutral
"Olive ga masuk, tapi part 2 dia ada yahh",@rumahkreatif548,1,2024-06-30 16:37:08,olive tidak masuk tapi part dia ada yahh,neutral,neutral,1.0,neutral,0.7737,neutral
Lah masib ad yg nnya nilai mutlak itu hasilnya pastinpositif😅,@ADEFITRAANGGRAINI,0,2024-07-06 06:52:50,lah masib ad yang nnya nilai mutlak itu hasilnya pastinpositif,negative,negative,1.0,negative,0.6187,negative
"Jadi nonto ini grgr nonton Aoc, sambil nunggu eps10 bolehlaaaa nonton ini dulu😂",@inpesaintan9083,7,2025-01-25 15:34:33,jadi nonto ini grgr nonton aoc sambil nunggu eps bolehlaa nonton ini dulu,neutral,neutral,1.0,negative,0.4827,negative
"Aku suka banget nonton beginian padahal sudah 30 tahun. Karena dulu suka banget juga ikut2 lomba... Selain bisa belajar jadi banyak teman, jalan2 dan makan2 di fasilitasi sekolah. Bisa banggakan orang tua juga. Alhamdulillah punya orang tua yang pasti akan memfasilitasi selama itu tentang pendidikan, padahal kadang ortu juga kadang masih kekurangan karena saya bersaudara banyak.",@AisyahHumaira-ld8qj,39,2024-07-06 13:49:13,aku suka banget nonton beginian padahal sudah tahun karena dulu suka banget juga ikut lomba selain bisa belajar jadi banyak teman jalan dan makan di fasilitasi sekolah bisa banggakan orang tua juga alhamdulillah punya orang tua yang pasti akan memfasilitasi selama itu tentang pendidikan padahal kadang ortu juga kadang masih kekurangan karena saya bersaudara banyak,positive,positive,1.0,positive,0.9814,positive
